customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ExpectedTotal,LeakageDiff,TenureGroup,ChargeGroup,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_No phone service,MultipleLines_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
4255-DDUOU,0,0,1,1,1,1,1,20.5,20.5,1,20.5,0.0,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
5863-OOKCL,0,0,0,0,10,1,0,18.85,163.2,0,188.5,25.30000000000001,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1686-STUHN,1,0,0,0,42,1,0,19.8,849.9,0,831.6,18.299999999999955,2-4 yr,Low ($0-35),False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1329-VHWNP,0,0,0,0,7,0,0,25.05,189.95,0,175.35,14.599999999999994,0-1 yr,Low ($0-35),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2984-MIIZL,1,0,0,0,4,1,1,74.8,321.9,1,299.2,22.69999999999999,0-1 yr,High ($65-90),True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0266-GMEAO,1,0,1,1,72,1,1,114.3,8058.55,0,8229.6,171.05000000000018,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5590-YRFJT,0,0,1,0,20,0,1,24.45,482.8,1,489.0,6.199999999999989,1-2 yr,Low ($0-35),False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5574-NXZIU,1,0,0,0,63,1,0,109.2,7049.75,0,6879.6,170.14999999999964,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True
0019-GFNTW,0,0,0,0,56,0,0,45.05,2560.1,0,2522.7999999999997,37.30000000000018,4-6 yr,Mid ($35-65),False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False
4256-ZWTZI,0,0,0,1,5,1,1,51.0,286.8,0,255.0,31.80000000000001,0-1 yr,Mid ($35-65),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
8309-PPCED,0,0,1,0,72,1,1,110.45,7982.5,0,7952.400000000001,30.099999999999454,4-6 yr,Premium ($90+),True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True
4098-NAUKP,1,1,1,1,68,1,1,84.65,5683.6,0,5756.200000000001,72.60000000000036,4-6 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
5196-WPYOW,1,0,1,1,67,1,0,60.05,3994.05,0,4023.35,29.299999999999727,4-6 yr,Mid ($35-65),False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
4608-LCIMN,1,0,1,1,8,1,0,44.65,369.15,0,357.2,11.949999999999989,0-1 yr,Mid ($35-65),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1485-YDHMM,1,0,1,1,52,1,1,93.25,4631.7,0,4849.0,217.30000000000018,4-6 yr,Premium ($90+),True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
4054-CUMIA,0,0,1,1,18,1,1,20.25,401.95,0,364.5,37.44999999999999,1-2 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0603-TPMIB,0,0,1,1,59,1,0,25.45,1534.05,0,1501.55,32.5,4-6 yr,Low ($0-35),False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
2525-GVKQU,0,0,0,0,60,1,0,20.6,1093.0,0,1236.0,143.0,4-6 yr,Low ($0-35),False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
8161-QYMTT,1,0,0,0,7,1,1,94.1,701.3,0,658.6999999999999,42.60000000000002,0-1 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
9581-GVBXT,1,0,1,1,59,0,0,34.8,1980.3,0,2053.2,72.89999999999986,4-6 yr,Low ($0-35),False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
5862-BRIXZ,1,0,0,0,46,0,1,60.75,2893.4,0,2794.5,98.90000000000009,2-4 yr,Mid ($35-65),False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True
5404-GGUKR,1,0,0,0,5,1,1,51.35,262.3,0,256.75,5.550000000000011,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3308-JSGML,1,1,1,0,59,0,1,64.05,3886.85,0,3778.95,107.90000000000009,4-6 yr,Mid ($35-65),False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True
2126-GSEGL,0,0,1,0,70,1,1,84.8,5917.55,0,5936.0,18.449999999999818,4-6 yr,High ($65-90),False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True
3677-TNKIO,0,0,0,0,14,1,1,71.0,914.0,1,994.0,80.0,1-2 yr,High ($65-90),True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0440-QEXBZ,0,0,0,0,44,1,1,50.15,2139.1,0,2206.6,67.5,2-4 yr,Mid ($35-65),False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2434-EEVDB,0,0,1,0,64,1,1,94.6,5948.7,0,6054.4,105.69999999999982,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
6762-QVYJO,0,0,1,1,58,0,0,59.75,3624.35,0,3465.5,158.8499999999999,4-6 yr,Mid ($35-65),False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True
6199-IWKGC,0,1,1,0,46,1,0,100.25,4753.85,0,4611.5,142.35000000000036,2-4 yr,Premium ($90+),True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
2675-DHUTR,1,1,1,0,58,1,1,98.9,5780.7,0,5736.200000000001,44.49999999999909,4-6 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
8152-VETUR,0,0,1,0,72,1,1,97.7,6869.7,0,7034.400000000001,164.70000000000073,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
9667-EQRXU,0,1,0,0,30,0,1,40.3,1172.95,1,1209.0,36.049999999999955,2-4 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
7446-YPODE,1,1,0,0,11,1,0,60.25,662.95,0,662.75,0.20000000000004547,0-1 yr,Mid ($35-65),False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
9522-BNTHX,0,1,0,0,34,0,1,56.25,1765.95,0,1912.5,146.54999999999995,2-4 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
4676-WLUHT,1,0,0,0,54,0,0,46.2,2431.95,0,2494.8,62.850000000000364,4-6 yr,Mid ($35-65),False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
3329-WDIOK,0,0,0,0,3,0,1,50.6,155.35,1,151.8,3.549999999999983,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
7980-MHFLQ,0,0,1,1,72,1,0,24.9,1859.2,0,1792.8,66.40000000000009,4-6 yr,Low ($0-35),False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
2873-ZLIWT,0,0,1,1,40,1,1,84.85,3303.05,1,3394.0,90.94999999999982,2-4 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
3415-TAILE,0,0,1,1,2,1,0,65.7,134.35,1,131.4,2.9499999999999886,0-1 yr,High ($65-90),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0757-WCUUZ,1,0,1,1,54,1,0,63.35,3409.1,0,3420.9,11.800000000000182,4-6 yr,Mid ($35-65),False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1629-DQQVB,0,0,0,0,14,1,0,50.1,709.5,0,701.4,8.100000000000023,1-2 yr,Mid ($35-65),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1915-IOFGU,0,0,0,0,1,1,0,70.5,70.5,1,70.5,0.0,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3045-XETSH,0,0,0,0,10,1,1,94.85,953.45,1,948.5,4.9500000000000455,0-1 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0374-AACSZ,0,0,0,0,1,1,0,50.15,50.15,0,50.15,0.0,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7239-HZZCX,1,0,0,0,1,1,0,19.75,19.75,1,19.75,0.0,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
4872-VXRIL,1,0,0,0,56,1,1,64.65,3665.55,0,3620.4000000000005,45.149999999999636,4-6 yr,Mid ($35-65),False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
9140-CZQZZ,0,0,1,0,68,1,1,79.6,5515.8,0,5412.799999999999,103.00000000000091,4-6 yr,High ($65-90),False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True
3423-HHXAO,0,0,1,1,14,1,1,19.5,272.0,0,273.0,1.0,1-2 yr,Low ($0-35),False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
9938-TKDGL,1,0,1,1,68,1,1,99.55,6668.0,0,6769.4,101.39999999999964,4-6 yr,Premium ($90+),True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
0531-ZZJWQ,1,1,1,0,55,1,1,74.0,4052.4,0,4070.0,17.59999999999991,4-6 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6537-QLGEX,0,0,0,0,16,0,1,38.9,664.4,0,622.4,42.0,1-2 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
2688-BHGOG,1,1,0,0,9,1,1,79.55,718.55,0,715.9499999999999,2.6000000000000227,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7683-CBDKJ,1,0,1,1,14,1,1,65.45,937.6,1,916.3000000000001,21.299999999999955,1-2 yr,High ($65-90),False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
0946-CLJTI,1,1,1,0,58,1,1,98.7,5812.6,1,5724.6,88.0,4-6 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
3160-TYXLT,1,0,0,0,53,0,1,46.3,2546.85,0,2453.8999999999996,92.95000000000027,4-6 yr,Mid ($35-65),False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
1325-USMEC,1,0,1,0,70,1,1,99.35,6944.5,0,6954.5,10.0,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0916-QOFDP,0,1,1,1,14,1,1,95.8,1346.3,0,1341.2,5.099999999999909,1-2 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0628-CNQRM,1,0,1,1,22,1,1,67.5,1544.05,1,1485.0,59.049999999999955,1-2 yr,High ($65-90),False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
5606-AMZBO,0,0,1,0,10,1,1,78.15,765.15,0,781.5,16.350000000000023,0-1 yr,High ($65-90),True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
6199-IPCAO,0,0,1,1,29,1,0,26.1,692.55,0,756.9000000000001,64.35000000000014,2-4 yr,Low ($0-35),False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
7665-TOALD,0,0,0,0,1,1,1,69.6,69.6,1,69.6,0.0,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-QWPNC,1,0,1,0,49,1,0,84.35,4059.35,1,4133.15,73.79999999999973,4-6 yr,High ($65-90),False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True
0324-BRPCJ,0,1,1,0,68,1,1,100.2,6851.65,1,6813.6,38.04999999999927,4-6 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
2777-PHDEI,0,0,0,0,1,1,0,78.05,78.05,1,78.05,0.0,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5640-CAXOA,0,0,0,0,30,0,1,40.35,1187.05,0,1210.5,23.450000000000045,2-4 yr,Mid ($35-65),False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2235-EZAIK,0,0,1,0,72,1,0,79.2,5401.9,0,5702.400000000001,300.5000000000009,4-6 yr,High ($65-90),False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
3847-BAERP,0,0,0,0,10,1,1,20.9,247.0,0,209.0,38.0,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1196-AMORA,1,0,0,0,7,1,0,73.6,520.0,1,515.1999999999999,4.800000000000068,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4282-YMKNA,0,0,0,0,9,1,1,74.75,706.6,1,672.75,33.85000000000002,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1453-RZFON,0,0,0,1,1,1,0,49.9,49.9,0,49.9,0.0,0-1 yr,Mid ($35-65),False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8263-OKETD,0,0,0,0,20,1,1,68.9,1370.35,0,1378.0,7.650000000000091,1-2 yr,High ($65-90),False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0670-KDOMA,0,0,0,0,1,1,1,20.25,20.25,0,20.25,0.0,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
2476-YGEFM,0,0,0,0,29,1,1,76.0,2215.25,0,2204.0,11.25,2-4 yr,High ($65-90),True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8687-BAFGU,1,0,0,0,1,1,0,74.0,74.0,0,74.0,0.0,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0641-EVBOJ,1,0,0,0,3,1,1,82.3,214.4,0,246.89999999999998,32.49999999999997,0-1 yr,High ($65-90),True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0829-XXPLX,0,0,0,0,20,1,1,89.4,1871.15,0,1788.0,83.15000000000009,1-2 yr,High ($65-90),True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
9974-JFBHQ,1,0,0,1,64,1,1,99.15,6171.2,0,6345.6,174.40000000000055,4-6 yr,Premium ($90+),True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
5356-RHIPP,1,0,0,0,1,1,1,20.2,20.2,1,20.2,0.0,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
6624-JDRDS,0,0,0,0,6,0,0,29.45,161.45,0,176.7,15.25,0-1 yr,Low ($0-35),False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0608-JDVEC,1,0,1,0,50,1,0,19.8,1013.2,0,990.0,23.200000000000045,4-6 yr,Low ($0-35),False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
9780-FKVVF,1,0,0,0,6,1,1,59.15,336.7,0,354.9,18.19999999999999,0-1 yr,Mid ($35-65),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1919-RTPQD,1,0,1,1,7,1,0,44.75,333.65,0,313.25,20.399999999999977,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5214-NLTIT,1,0,1,1,72,1,1,90.8,6511.8,0,6537.599999999999,25.799999999999272,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3345-PBBFH,1,0,1,0,8,1,1,49.55,393.45,0,396.4,2.9499999999999886,0-1 yr,Mid ($35-65),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5055-BRMNE,0,0,1,1,67,1,0,106.7,7009.5,0,7148.900000000001,139.40000000000055,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True
9189-JWSHV,0,1,1,0,24,1,1,93.55,2264.05,1,2245.2,18.850000000000364,1-2 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2190-PHBHR,0,0,1,0,72,1,1,94.45,6921.7,0,6800.400000000001,121.29999999999927,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2650-GYRYL,1,0,1,1,33,1,1,19.45,600.25,0,641.85,41.60000000000002,2-4 yr,Low ($0-35),False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0746-JTRFU,1,0,0,0,2,0,1,25.05,56.35,1,50.1,6.25,0-1 yr,Low ($0-35),False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5208-FVQKB,1,0,1,0,70,1,0,67.95,4664.15,0,4756.5,92.35000000000036,4-6 yr,High ($65-90),False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
7184-LRUUR,0,0,0,0,22,1,0,65.25,1441.8,0,1435.5,6.2999999999999545,1-2 yr,High ($65-90),False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
6627-CFOSN,0,0,0,0,59,1,1,99.45,5623.7,0,5867.55,243.85000000000036,4-6 yr,Premium ($90+),True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
3982-JGSFD,1,0,0,0,36,1,1,20.35,695.85,0,732.6,36.75,2-4 yr,Low ($0-35),False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1574-DYCWE,0,0,1,1,51,1,0,19.95,1028.75,0,1017.4499999999999,11.300000000000068,4-6 yr,Low ($0-35),False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
7247-XOZPB,1,0,1,0,53,1,0,77.4,4155.95,0,4102.200000000001,53.74999999999909,4-6 yr,High ($65-90),False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
2466-FCCPT,0,0,1,1,20,1,0,19.7,395.6,0,394.0,1.6000000000000227,1-2 yr,Low ($0-35),False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
6211-WWLTF,1,0,1,0,63,1,0,99.7,6330.4,0,6281.1,49.29999999999927,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
4826-TZEVA,0,0,0,0,40,1,0,74.8,2971.7,0,2992.0,20.300000000000182,2-4 yr,High ($65-90),True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6016-NXBNJ,1,0,0,0,35,1,1,19.15,638.0,0,670.25,32.25,2-4 yr,Low ($0-35),False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
9138-EFSMO,1,0,1,1,26,1,0,78.95,2034.25,0,2052.7000000000003,18.450000000000273,2-4 yr,High ($65-90),True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0576-WNXXC,1,1,1,0,27,1,1,95.55,2510.2,1,2579.85,69.65000000000009,2-4 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
4632-XJMEX,1,0,0,1,53,1,0,62.85,3419.5,0,3331.05,88.44999999999982,4-6 yr,Mid ($35-65),False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
8910-LEDAG,1,1,1,0,34,1,0,71.55,2427.35,0,2432.7,5.349999999999909,2-4 yr,High ($65-90),True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3452-GWUIN,0,1,1,0,19,1,1,94.95,1760.25,0,1804.05,43.799999999999955,1-2 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2716-GFZOR,1,0,1,0,43,1,1,86.1,3551.65,0,3702.2999999999997,150.64999999999964,2-4 yr,High ($65-90),True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
3724-UCSHY,1,0,1,1,6,1,0,19.55,122.9,0,117.30000000000001,5.599999999999994,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
8626-XHBIE,1,0,0,1,56,1,1,24.8,1424.2,0,1388.8,35.40000000000009,4-6 yr,Low ($0-35),False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
4628-CTTLA,1,0,0,0,57,0,1,39.3,2111.45,1,2240.1,128.6500000000001,4-6 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
3192-LNKRK,1,0,1,1,34,1,1,84.05,2909.95,0,2857.7,52.25,2-4 yr,High ($65-90),True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4439-YRNVD,0,0,0,0,10,0,0,36.25,374.0,0,362.5,11.5,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2876-VBBBL,0,0,0,0,1,1,1,20.25,20.25,1,20.25,0.0,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
6834-NXDCA,0,0,0,0,13,0,1,23.9,300.8,1,310.7,9.899999999999977,1-2 yr,Low ($0-35),False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2208-UGTGR,1,0,0,0,56,1,0,98.6,5581.05,0,5521.599999999999,59.45000000000073,4-6 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
3005-TYFRD,0,0,1,0,55,1,1,103.65,5676.65,0,5700.75,24.100000000000364,4-6 yr,Premium ($90+),True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
8670-MEFCP,0,0,1,1,36,1,1,92.9,3379.25,0,3344.4,34.84999999999991,2-4 yr,Premium ($90+),False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3079-BCHLN,1,0,1,0,47,1,0,19.9,942.95,0,935.3,7.650000000000091,2-4 yr,Low ($0-35),False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
7777-UNYHB,0,0,1,1,12,1,1,20.1,232.4,0,241.20000000000002,8.800000000000011,0-1 yr,Low ($0-35),False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
5597-GLBUC,0,0,0,0,1,1,1,85.45,85.45,1,85.45,0.0,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
7278-CKDNC,1,1,0,0,24,1,1,80.5,2088.45,0,1932.0,156.44999999999982,1-2 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2748-MYRVK,0,0,0,0,63,1,0,99.9,6137.0,1,6293.700000000001,156.70000000000073,4-6 yr,Premium ($90+),True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
8450-UYIBU,0,1,0,0,35,0,1,39.85,1434.6,0,1394.75,39.84999999999991,2-4 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
2969-VAPYH,0,0,0,0,67,1,0,60.5,3870.0,0,4053.5,183.5,4-6 yr,Mid ($35-65),False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
4822-YCXMX,1,0,0,0,25,1,1,84.8,2043.45,1,2120.0,76.54999999999995,2-4 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7181-OQCUT,1,0,0,0,21,1,0,103.85,2215.0,0,2180.85,34.15000000000009,1-2 yr,Premium ($90+),True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True
8474-UMLNT,0,0,0,0,13,1,0,67.8,842.25,0,881.4,39.14999999999998,1-2 yr,High ($65-90),False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
9821-POOTN,1,0,1,0,35,1,1,75.2,2576.2,1,2632.0,55.80000000000018,2-4 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3836-FZSDJ,1,1,1,0,71,1,0,24.85,1901.0,0,1764.3500000000001,136.64999999999986,4-6 yr,Low ($0-35),False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
9142-XMYJH,0,0,0,0,29,1,0,19.35,601.6,0,561.1500000000001,40.44999999999993,2-4 yr,Low ($0-35),False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
6559-ILWKJ,1,0,1,0,71,0,0,49.35,3515.25,1,3503.85,11.400000000000091,4-6 yr,Mid ($35-65),False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
0187-QSXOE,1,1,1,0,7,1,1,89.0,605.45,0,623.0,17.549999999999955,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
7733-UDMTP,0,1,0,0,57,0,1,55.0,3094.05,0,3135.0,40.94999999999982,4-6 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
2649-HWLYB,1,0,1,0,65,1,0,76.15,4929.55,0,4949.75,20.199999999999818,4-6 yr,High ($65-90),False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
